,Turn,Speaker,Text,True,Pred,Don_true,Don_pred
1359,4,0,Oh okay would you take $120 for them?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3557499349117279
1360,4,1,"Yes, that works fine for me",Not-a-strategy,Not-a-strategy,0,0.347953736782074
1361,0,0,Hi.  Can you unlock my apple phone?,Not-a-strategy,Not-a-strategy,1,0.26898959279060364
1362,0,1,"Yes, I sure can. My price is $50 a phone, including apples.",Not-a-strategy,Not-a-strategy,1,0.33694973587989807
1363,1,0,Would you accept $25?  I think this is the average price for phone unlocking.,Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.43162888288497925
1364,1,1,"If it were the average price, I'd be out of business, I cant really negotiate.",Self Assertion-Empowerment,Hesitance-Hesitance,1,0.638491153717041
1365,2,0,Hi.  can you unlock my iphone?,Not-a-strategy,Not-a-strategy,1,0.412386417388916
1366,2,1,I sure can. My price is $50 a phone.,Not-a-strategy,Not-a-strategy,1,0.4176757335662842
1367,3,0,"$25 is my budget for this, but what are the perks for $50?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.5064266324043274
1368,3,1,"I really cant do much for $25, But if you'd like, I can include a new case for it as well.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.47359171509742737
1369,4,0,That would be perfect.  I need a new case.,Not-a-strategy,Not-a-strategy,1,0.7054867744445801
1370,4,1,Good deal.,Not-a-strategy,Not-a-strategy,1,0.6990292072296143
1371,0,0,Hi is the bike still available?,Not-a-strategy,Not-a-strategy,0,0.26898443698883057
1372,0,1,"Hi, are you interested in this bike? Yes, it is still available.",Not-a-strategy,Not-a-strategy,0,0.3303713798522949
1373,1,0,Yes I am. So are you only getting rid of it because it is too small for you? No other issues?,Source Derogation-Contesting,Source Derogation-Contesting,0,0.7040261626243591
1374,1,1,Yes. It is in great condition still and I barely used it.,Not-a-strategy,Not-a-strategy,0,0.8312308192253113
1375,2,0,"but it was used when you bought it off craigslist, correct?",Source Derogation-Contesting,Source Derogation-Contesting,0,0.7969603538513184
1376,2,1,I bought it new,Not-a-strategy,Not-a-strategy,0,0.4517725110054016
1377,3,0,"hmm, seems weird to have new of cl but ok..",Source Derogation-Contesting,Source Derogation-Contesting,0,0.7286819219589233
1378,3,1,Yes. I am selling it for 170,Not-a-strategy,Not-a-strategy,0,0.43492305278778076
1379,4,0,I am really on a tight budget and was hoping you would come down closer to $118,Self Pity-Empowement,Self Pity-Empowement,0,0.7900575399398804
1380,4,1,How bout 125? That seems fair to me.,Hesitance-Hesitance,Hesitance-Hesitance,0,0.45219969749450684
1381,5,0,Can you deliver ?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.792908787727356
1382,5,1,"Yes, but then it will be 130.",Personal Choice-Empowerment,Not-a-strategy,0,0.8212722539901733
1383,6,0,I will pick it up for 120?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.7953441739082336
1384,6,1,Sure. That can work.,Not-a-strategy,Not-a-strategy,0,0.8552855253219604
1385,7,0,great,Not-a-strategy,Not-a-strategy,0,0.8593614101409912
1386,7,1,Good doing business with you.,Not-a-strategy,Not-a-strategy,0,0.8039335012435913
1387,0,1,Hi,Not-a-strategy,Not-a-strategy,1,0.33574023842811584
1388,0,0,"Hello, I am interested in the poperty, does it come with any additional perks or features?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.35084259510040283
1389,1,1,Well It has beautful appliances. was remodeled and parks up to 3 cars. It also has some nice patio furniture in back.,Not-a-strategy,Not-a-strategy,1,0.34337693452835083
1390,1,0,"Wow that sounds incredible, I am very excited, but the price is a little high for me, can you come down at all?",Self Pity-Empowement,Self Pity-Empowement,1,0.4765830636024475
1391,2,1,I could be open to work on the price slightly.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3779510259628296
1392,2,0,How about 3650 with the furniture included?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.4852137267589569
1393,3,1,Could you do 3730?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5108641982078552
1394,3,0,"Well that is higher than I would like, would you be willing to cover utilities for 3 months at that price?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.42286473512649536
1395,4,1,That is already a deal the utilities also would be too much. I would do it for 3700 with all the furniture.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.37093377113342285
1396,4,0,Deal,Not-a-strategy,Not-a-strategy,1,0.7732983827590942
1397,0,0,HI,Not-a-strategy,Not-a-strategy,1,0.33098000288009644
1398,0,1,Hello! Could I interest you in this lovely place!,Not-a-strategy,Not-a-strategy,1,0.34716227650642395
1399,1,0,YES! Can you tell me the smoking policy?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34237152338027954
1400,1,1,There is no smoking allowed on our property.,Not-a-strategy,Not-a-strategy,1,0.35866469144821167
1401,2,0,"Great, I HATE SMOKE! Do you have a pet policy?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.38069120049476624
1402,2,1,UP to one pet per family.,Not-a-strategy,Not-a-strategy,1,0.3499600887298584
1403,3,0,I have a cat so that works well. Is there parking?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.34300172328948975
1404,3,1,That is great! There sure is! On site!,Not-a-strategy,Not-a-strategy,1,0.3464692533016205
1405,4,0,"Great, I AM ON A BUDGET ARE YOU WILLING TO COME DOWN TO $937?",Self Pity-Empowement,Self Pity-Empowement,1,0.7870892882347107
1406,4,1,"Hmmmm how about 1,500?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.48545634746551514
1407,5,0,Could we meet at $1250?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.460457444190979
1408,5,1,I think so! Can you pay the first month in cash?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.8055667281150818
1409,6,0,"yes , no problem!",Not-a-strategy,Not-a-strategy,1,0.8539658188819885
1410,0,0,"Hello, I am interested in the 2002 Jaguar you have.",Not-a-strategy,Not-a-strategy,0,0.31027981638908386
1411,0,1,"Hi, that's great to hear it really is a great car at a great price",Not-a-strategy,Not-a-strategy,0,0.33907678723335266
1412,1,0,I would like to ask you a few questions. Is this Jaguar been garage kept? What is the mileage on this Jaguar? Also are the miles highway miles or city miles?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.365358829498291
1413,1,1,"It has been garage kept, has 150k miles that are mostly highway. We used it for getaways because its fun to drive and the status that comes with a Jaguar.",Not-a-strategy,Not-a-strategy,0,0.3812292218208313
1414,2,0,What color is the car?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3849799335002899
1415,2,1,It's black with tan leather interior.,Not-a-strategy,Not-a-strategy,0,0.3858683407306671
1416,3,0,Is the price negotiable?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.5040701031684875
1417,3,1,"I believe that I have listed it at a very fair price, but that being said I may be willing to come down very slightly.",Not-a-strategy,Hesitance-Hesitance,0,0.3872947096824646
1418,4,0,Would you take $3000. cash money and I will pick up today?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.38641706109046936
1419,4,1,"That's a little to low, how about $3,400 and I'll throw in the Jaguar car detailing kit I purchased.",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3764040768146515
1420,5,0,I only have $3200,Self Pity-Empowement,Hesitance-Hesitance,0,0.38383808732032776
1421,5,1,I need $3250.00,Self Assertion-Empowerment,Hesitance-Hesitance,0,0.4446537494659424
1422,6,0,"ok, $3250",Not-a-strategy,Hesitance-Hesitance,0,0.7966051697731018
1423,6,1,Done,Not-a-strategy,Not-a-strategy,0,0.8544195890426636
1424,0,1,Hello,Not-a-strategy,Not-a-strategy,0,0.3201919496059418
1425,0,0,Hello. D,Not-a-strategy,Not-a-strategy,0,0.45219841599464417
1426,1,1,"I see you are interested in our property located at the Belvedere community, is that right?",Not-a-strategy,Not-a-strategy,0,0.6810235381126404
1427,1,0,Yes. Do you live in the house?,Not-a-strategy,Not-a-strategy,0,0.42094478011131287
1428,2,1,No the house is empty and completely renovated,Not-a-strategy,Not-a-strategy,0,0.36054709553718567
1429,2,0,Do you have any idea what the utilities run annually?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3515967130661011
1430,3,1,"It is hard to say, it depends really on your usage but lets say water bill can be around $400",Not-a-strategy,Not-a-strategy,0,0.3434360921382904
1431,3,0,How new are the appliances and the heating and a/c system?,Information Inquiry-Contesting,Source Derogation-Contesting,0,0.3477057218551636
1432,4,1,Some of the appliances are brand new and some less than 3 years old . The a/c is 5 years old.,Not-a-strategy,Not-a-strategy,0,0.3425405025482178
1433,4,0,Is there any furniture?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.3475026786327362
1434,5,1,There is one table with 2 chairs in the living room and a king size bed in one of the bedrooms.,Not-a-strategy,Not-a-strategy,0,0.3433038294315338
1435,5,0,"I like the house, but $3550 is over my budget. Would you consider $2650?",Self Pity-Empowement,Self Pity-Empowement,0,0.7788158059120178
1436,6,1,We are willing to offer more furniture and first month rent 50% off if you get closer to the asking price.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.45171111822128296
1437,6,0,What kind of furniture...and rent? I thought this house was for sale.,Information Inquiry-Contesting,Not-a-strategy,0,0.7962349057197571
1438,7,1,I apologize I was communicating with someone else about renting another property in the same community. We are willing to furnish one full bedroom and dinning room as well,Personal Choice-Empowerment,Not-a-strategy,0,0.456127405166626
1439,7,0,"Hm...let me see...So you're offering to include one full bedroom of furniture, the dining room furnishings..and you said there were a table and 2 chairs in the living room...and is that king size bed you mentioned in addition to this?",Information Inquiry-Contesting,Personal Choice-Empowerment,0,0.7976389527320862
1440,8,1,"Yes,that is correct. Oh and I forgot to mention there is already table and 4 chairs outside in the backyard . I am willing to drop the price to $3450, how does that sound?",Personal Choice-Empowerment,Not-a-strategy,0,0.4496816396713257
1441,8,0,"If you could accept $3350, I'm extremely interested, assuming it does include everything mentioned in good condition.",Hesitance-Hesitance,Personal Choice-Empowerment,0,0.3659048080444336
1442,0,1,"Hi there, interested?",Not-a-strategy,Not-a-strategy,1,0.2796967327594757
1443,0,0,"Yes of course, exactly what I'm look for, what is the lowest you will accept?",Not-a-strategy,Not-a-strategy,1,0.586815357208252
1444,1,1,Well this is in awesome condition and is from the renowned stewart macdougall and kipp.,Not-a-strategy,Not-a-strategy,1,0.8240092396736145
1445,1,0,Will you delivery it to me?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.8042868375778198
1446,2,1,well how far from downtown are you?,Not-a-strategy,Not-a-strategy,1,0.453897088766098
1447,2,0,Very near,Not-a-strategy,Not-a-strategy,1,0.3795042037963867
1448,3,1,"well in that case, yes if you pay the full price listed at $399.",Personal Choice-Empowerment,Not-a-strategy,1,0.49648842215538025
1449,3,0,Can you go as low as 350?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.42242446541786194
1450,4,1,I can get the full price on sunday easily so no.. I would do 385.,Counter Argumentation-Contesting,Hesitance-Hesitance,1,0.3630269169807434
1451,4,0,380 with delivery and you have a deal,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6068632006645203
1452,5,1,"385 WAS MY OFFER, TAKE IT OR LEAVE IT",Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7678409814834595
1453,0,0,what is the mileage on this vehicle?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.270062118768692
1454,0,1,Hello the vehicle has low mileage it gets 27 mpg in the city,Not-a-strategy,Not-a-strategy,0,0.3288133144378662
1455,1,0,"i'm on a budget. this car is a few years older, would you be willing to accept $10000",Self Pity-Empowement,Counter Argumentation-Contesting,0,0.7803145051002502
1456,1,1,"That is half of lsiting price, while I am open to negotiatons I cannot go that low. This vehicle is fature loaded, and is only 2 years old with a single owner.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.7981119155883789
1457,2,0,"looks like it could use a tuneup, if i do the tune up, will you give it to me for 10500?",Personal Choice-Empowerment,Hesitance-Hesitance,0,0.49151816964149475
1458,2,1,"Unfortunately that is far too low I can give you a reduction but not at half the price. Keep in mind car has all service records, and is like brand new. It even has smart device integration, adjusable lumbar support for the drivers seat, and aluminum wheels. The absolute lowest I could go would be 18,500 and you would have to come pick it up with cash in hand.",Counter Argumentation-Contesting,Personal Choice-Empowerment,0,0.7475785613059998
1459,3,0,"I can only go as high as $13000, can you do it for that price?",Self Assertion-Empowerment,Self Assertion-Empowerment,0,0.44221317768096924
1460,3,1,"That is too low for a car that is 2 years old, do you have any other negotiating leverage or maybe an old vehicle you can throw in?",Counter Argumentation-Contesting,Personal Choice-Empowerment,0,0.7991354465484619
1461,4,0,I'll throw in my 1996 outback if you give it to me for 13000,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.5700289011001587
1462,4,1,That sounds like a deal to me,Not-a-strategy,Not-a-strategy,0,0.815240740776062
1463,5,0,deal,Not-a-strategy,Not-a-strategy,0,0.852447509765625
1464,0,1,Welcome! I see you're interested in our property!,Not-a-strategy,Not-a-strategy,1,0.27008914947509766
1465,0,0,yes ia dog allowd,Information Inquiry-Contesting,Not-a-strategy,1,0.3264949321746826
1466,1,1,"Pets are welcome as long as they follow our size and breed restrictions. In addition, there is a pet deposit of $300 in addition to security deposit and a pet rent of $25/month.",Not-a-strategy,Not-a-strategy,1,0.3390175700187683
1467,1,0,do you need 1st  month and last rent also,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.4397635757923126
1468,2,1,"Security deposit is $500, but an additional deposit might be required based on credit score.",Not-a-strategy,Not-a-strategy,1,0.3659183084964752
1469,2,0,at this i can only pay about 1600 could you do that,Self Pity-Empowement,Hesitance-Hesitance,1,0.34790700674057007
1470,3,1,"Unfortunately, that is not a reasonable offer for this area. How long of a lease were you considering?",Counter Argumentation-Contesting,Not-a-strategy,1,0.3438999056816101
1471,3,0,6 month,Not-a-strategy,Hesitance-Hesitance,1,0.4350103735923767
1472,4,1,"Hmmm, a longer lease would help us here. How about $2200 for a 16 month lease?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.604923665523529
1473,4,0,would you do 1800 for 24 month,Hesitance-Hesitance,Hesitance-Hesitance,1,0.4974956214427948
1474,5,1,"The lowest I could go would be $2000 for a 24 month lease, with a good credit check.",Self Assertion-Empowerment,Personal Choice-Empowerment,1,0.642893373966217
1475,5,0,how bout 1900,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5166274309158325
1476,6,1,"We could only do that if you agreed to an increased security deposit of $1000, I think.",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.5616844892501831
1477,6,0,how about 1900 a month wilth a securty of 800,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.8169257044792175
1478,7,1,"I can't agree to that, unfortunately. It'd have to be $1900 a month with a $1000 security deposit, for a 24 month lease.",Hesitance-Hesitance,Self Assertion-Empowerment,1,0.5586749911308289
1479,7,0,deal,Not-a-strategy,Not-a-strategy,1,0.7835749387741089
1480,0,0,Hello,Not-a-strategy,Not-a-strategy,1,0.31067463755607605
1481,0,1,hello hello. are you interested in this place?,Not-a-strategy,Not-a-strategy,1,0.3397793173789978
1482,1,0,Yes I am. Is it in a nice area?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.36495858430862427
1483,1,1,this is a good area. there are cool little shops and a park very close by,Not-a-strategy,Not-a-strategy,1,0.3506752550601959
1484,2,0,awesome news. Can I come by and take a look at the place?,Information Inquiry-Contesting,Not-a-strategy,1,0.3903808295726776
1485,2,1,please come by and take a look. i am asking 1588,Not-a-strategy,Not-a-strategy,1,0.3563816249370575
1486,3,0,Can you come down on the price a bit?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.35070616006851196
1487,3,1,well what did you have in mind?,Not-a-strategy,Not-a-strategy,1,0.347402423620224
1488,4,0,I was hoping to pay 1100 for it? Would that be alright?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.4701845049858093
1489,4,1,that is a little bit too low. can you do 1500. you will love this place,Counter Argumentation-Contesting,Hesitance-Hesitance,1,0.3956792652606964
1490,5,0,I can do that. I will be by tomorrow to take a look. It is a deal.,Not-a-strategy,Not-a-strategy,1,0.357576847076416
1491,5,1,"ok grea, see you then",Not-a-strategy,Not-a-strategy,1,0.3506098985671997
1492,0,0,Hey there.  I'm very interested in your car.,Not-a-strategy,Not-a-strategy,1,0.27440547943115234
1493,0,1,"Hello. Yes, it's still available.",Not-a-strategy,Not-a-strategy,1,0.3297908306121826
1494,1,0,Excellent.  I love Mustangs.  Why are you getting rid of it?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.6961866021156311
1495,1,1,I have a new one and have not had a chance to take this one out in a while. It's just sitting in the garage.,Not-a-strategy,Not-a-strategy,1,0.4251755475997925
1496,2,0,How long has it been sitting in a garage?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.7498776316642761
1497,2,1,Just for a month or so. It's been maintained and started regularly. It's very clean and runs great.,Not-a-strategy,Not-a-strategy,1,0.43893155455589294
1498,3,0,That sounds great.  It looks like it's in great shape.  What kind of mileage does it have on it?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.7524487972259521
1499,3,1,"Only 15,000 miles.",Not-a-strategy,Not-a-strategy,1,0.4396313726902008
1500,4,0,"Wow, that's incredible.  Would you take $20000 for it, and I can pay in cash today?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.7790684103965759
1501,4,1,"I was looking to stay close to $28,500. The car is pretty much new. Has very low mileage. it's well maintained.",Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.7821912169456482
1502,5,0,"I really want this car, but that's a little too rich for my blood.  How about 23000, because blue is my favorite color.",Self Pity-Empowement,Hesitance-Hesitance,1,0.4470166563987732
1503,5,1,"The lowest I can go is $26,000",Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.7539517879486084
1504,6,0,"How about $25,500, and I'll name it after you?",Hesitance-Hesitance,Personal Choice-Empowerment,1,0.7778818607330322
1505,6,1,"I can do $25,900. No lower than that.",Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.8317927122116089
1506,7,0,Deal.,Not-a-strategy,Not-a-strategy,1,0.8528490662574768
1507,0,0,Hello. How is the couch in great condition?,Source Derogation-Contesting,Information Inquiry-Contesting,1,0.2834148406982422
1508,0,1,"Well even though we have had it for about five years, we have always kept it as clean as possible.",Not-a-strategy,Not-a-strategy,1,0.33043843507766724
1509,1,0,Thanks! Is it comfortable?,Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3549966812133789
1510,1,1,"Yes, it is extremely comfortable, and it almost has a perfect rating.",Not-a-strategy,Not-a-strategy,1,0.34846267104148865
1511,2,0,Sounds good. Would you accept $1345?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.34643009305000305
1512,2,1,"That seems a little low, could you go a bit higher?",Hesitance-Hesitance,Hesitance-Hesitance,1,0.357925683259964
1513,3,0,Would you accept $1375?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3868178725242615
1514,3,1,Could you do $1395?,Hesitance-Hesitance,Hesitance-Hesitance,1,0.5578266978263855
1515,4,0,That works!,Not-a-strategy,Not-a-strategy,1,0.7975105047225952
1516,4,1,Thanks,Not-a-strategy,Not-a-strategy,1,0.8112097978591919
1517,0,0,Hi there. That's just the bike rack I need.,Not-a-strategy,Not-a-strategy,0,0.28523457050323486
1518,0,1,Great it is still available!,Not-a-strategy,Not-a-strategy,0,0.3311287462711334
1519,1,0,Wonderful. Are you negotiable on the price?,Hesitance-Hesitance,Not-a-strategy,0,0.3957586884498596
1520,1,1,"Yes, but the item is in very good condition so I would not go too much lower on it. Did you have a price in mind?",Counter Argumentation-Contesting,Counter Argumentation-Contesting,0,0.353383868932724
1521,2,0,Hi there. That's just the bike rack I need.,Not-a-strategy,Not-a-strategy,0,0.3623315691947937
1522,2,0,Wonderful. Are you negotiable on the price?,Hesitance-Hesitance,Not-a-strategy,0,0.35910794138908386
1523,3,0,I do. I would like to pay $190. I can pick it up.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3595150113105774
1524,3,0,I do. I would like to pay $190. I can pick it up.,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3594929277896881
1525,4,1,How about $200 and I can meet you somewhere halfway for you to pick up?,Hesitance-Hesitance,Personal Choice-Empowerment,0,0.3636634647846222
1526,4,0,That sounds reasonable. Let's do it!,Not-a-strategy,Not-a-strategy,0,0.7568485140800476
1527,0,0,Hiya I am interested in buying the bike,Not-a-strategy,Not-a-strategy,1,0.29764971137046814
1528,0,1,well great this a steal for great condition and u-lock included i am asking 150fo it and will throw in a bally pump,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.5560294389724731
1529,1,0,"Appreciate the pump offer but i have so dont need it . I'll come pick it up now for $75, fair enough?",Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.7768563032150269
1530,1,1,no that s to low i can take 120 the bike is a liv alight bike,Counter Argumentation-Contesting,Self Assertion-Empowerment,1,0.46135252714157104
1531,2,0,I'll meet you in the middle at $105.,Hesitance-Hesitance,Hesitance-Hesitance,1,0.3686617910861969
1532,2,1,the bike is not even 6months old just out of space downsizing new seat covers brake covers and handles 115,Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.34736254811286926
1533,3,0,sounds great! $105 is my best offer,Self Assertion-Empowerment,Not-a-strategy,1,0.4296224117279053
1534,3,1,110,Hesitance-Hesitance,Hesitance-Hesitance,1,0.588322639465332
1535,4,0,done at $110,Not-a-strategy,Self Assertion-Empowerment,1,0.7823680639266968
1536,4,1,deal breaker,Not-a-strategy,Not-a-strategy,1,0.8521080017089844
1537,0,1,Hello. Thanks for viewing the listing,Not-a-strategy,Not-a-strategy,0,0.3006475567817688
1538,0,0,"Hello, your bike caught my attention the moment I glanced at it. It's actually exactly what I've been looking for for weeks now. Can you tell me a little more about it?",Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.7545290589332581
1539,1,1,It's as great bike that goes pretty fast! It's in excellent condition and will last you a very long time.,Not-a-strategy,Not-a-strategy,0,0.44135594367980957
1540,1,0,"Okay, very nice. I see your asking $999 for it but I was wondering if you would let it go for $699? I'm on a strict budget at the moment.",Self Pity-Empowement,Self Pity-Empowement,0,0.8041174411773682
1541,2,1,I'm sorry but I can't go that low. Would $825 work for you?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.453190416097641
1542,2,0,Does it comes with a battery charger?,Information Inquiry-Contesting,Information Inquiry-Contesting,0,0.7816755771636963
1543,3,1,Yes it does and the batter holds a charge.,Not-a-strategy,Not-a-strategy,0,0.8522741198539734
1544,3,0,If I come out today and pay cash will you accept $780?,Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.6067283749580383
1545,4,1,$785 and we have a deal.,Not-a-strategy,Self Assertion-Empowerment,0,0.8067447543144226
1546,4,0,You drive a hard bargain but you have a deal. Sold! Just email a place to meet you and I will come and pick it up.,Not-a-strategy,Not-a-strategy,0,0.5072281956672668
1547,5,1,Great. Thanks!,Not-a-strategy,Not-a-strategy,0,0.6893826723098755
1548,0,0,"Hi, I really like this bike. Is it in good condition?",Source Derogation-Contesting,Source Derogation-Contesting,0,0.27037179470062256
1549,0,1,"Yes, I  rode it a couple of times and no damage or wear.",Not-a-strategy,Not-a-strategy,0,0.3308671712875366
1550,1,0,Great. I want to come by and take a look at it. Can I come by around noon tomorrow?,Information Inquiry-Contesting,Not-a-strategy,0,0.3529813289642334
1551,1,1,"Yes, I will be available.",Not-a-strategy,Not-a-strategy,0,0.34726443886756897
1552,2,0,Can I get you to lower the price to 2500?,Hesitance-Hesitance,Hesitance-Hesitance,0,0.3449355661869049
1553,2,1,"Could we do $3,000 and I will come to you.",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.3487471044063568
1554,3,0,"That could work. How bout I come to you and you knock off only 2000 more, so 2800?",Personal Choice-Empowerment,Personal Choice-Empowerment,0,0.34951621294021606
1555,3,1,Deal.,Not-a-strategy,Not-a-strategy,0,0.34667637944221497
1556,4,0,Thank you very much,Not-a-strategy,Not-a-strategy,0,0.4205564856529236
1557,4,1,You are welcome.,Not-a-strategy,Not-a-strategy,0,0.4449441134929657
1558,0,0,"hello, is the bike in running condition? I understand it sat for a while have you taken it out to make sure the motor hasn't depreciated?",Source Derogation-Contesting,Source Derogation-Contesting,1,0.6685769557952881
1559,0,1,the motor works fine all that is missing is the rear brake cable which is a quick fix.,Not-a-strategy,Not-a-strategy,1,0.7974338531494141
1560,1,0,I have found a complete piece selling online foe $198 brand new is there any way you can come down on the price?,Counter Argumentation-Contesting,Hesitance-Hesitance,1,0.4545796811580658
1561,1,1,the lowest I'm willing to go is $210 and you can pick it up today.,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.43497925996780396
1562,2,0,I was thinking more of $150 shipped and if I come pick it up somewhere around $110-$120,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.3671093285083771
1563,2,1,"I have a couple of offers made already, I'm not trying to lose any money.",Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.6592203378677368
1564,3,0,I can match your highest offer If its anywhere under $160 that's all I have to spend on the bike since it is used and sat for a while.,Counter Argumentation-Contesting,Counter Argumentation-Contesting,1,0.7959182858467102
1565,3,1,I can do 190,Hesitance-Hesitance,Hesitance-Hesitance,1,0.48788943886756897
1566,4,0,Would it be possible for you include any additional accessories for 190?... since that is very close to brand new market value,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.37679871916770935
1567,4,1,I don't have any additional accessories to add in. How about 190 including shipping?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.6613306403160095
1568,5,0,Can you meet me in the middle lets say $175,Hesitance-Hesitance,Hesitance-Hesitance,1,0.7962608337402344
1569,5,1,Okay I can do that.,Not-a-strategy,Not-a-strategy,1,0.8184322118759155
1570,0,0,"hi, I am interested in your phone. i have a few questions",Not-a-strategy,Not-a-strategy,1,0.28833767771720886
1571,0,1,Are you willing to purchase today,Information Inquiry-Contesting,Not-a-strategy,1,0.4214363396167755
1572,1,0,Does is have any flaws.scrathes? cracked screen?,Source Derogation-Contesting,Source Derogation-Contesting,1,0.6844894289970398
1573,1,1,"No, it is brand new",Not-a-strategy,Not-a-strategy,1,0.7383739352226257
1574,2,0,"okay great. I am willing to purchse today but, the price is a bit high for my budget. Would you go any lower?",Personal Choice-Empowerment,Self Pity-Empowement,1,0.5888274908065796
1575,2,1,The lowest I could go is $310. I purchased it for way more,Self Assertion-Empowerment,Self Assertion-Empowerment,1,0.719477653503418
1576,3,0,well thats not much of a discount. do you have anything else to offer with it? car charger? case?,Personal Choice-Empowerment,Personal Choice-Empowerment,1,0.7450762391090393
1577,3,1,"Yes it is a full kit, fresh out of the box",Not-a-strategy,Not-a-strategy,1,0.5900968313217163
1578,4,0,okay awesome! With the extra accessories I can do 310. We will meet tomorrow? morning or afternoon?,Personal Choice-Empowerment,Not-a-strategy,1,0.8144127130508423
1579,4,1,That is fine. Great deal,Not-a-strategy,Not-a-strategy,1,0.8471630215644836
1580,0,0,"Hello, I am interested in the one bedroom appt you have listed.",Not-a-strategy,Not-a-strategy,1,0.2689555883407593
1581,0,1,You will love it. It has central air and assigned off street parking. the kitchen is large with lots of counterspace.,Not-a-strategy,Not-a-strategy,1,0.32547128200531006
1582,1,0,"Great, I love a nice kitchen. Is it furnished by chance?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3803606629371643
1583,1,1,It is not furnished.,Not-a-strategy,Not-a-strategy,1,0.3498798906803131
1584,2,0,"Okay, is there a on site washer/dryer or will I need to locate a laundromat ?",Information Inquiry-Contesting,Information Inquiry-Contesting,1,0.3861300051212311
1585,2,1,There is coin laundry in each building,Not-a-strategy,Not-a-strategy,1,0.3511933386325836
1586,3,0,"Awesome. I love all the perks of where it is located. However, I can not afford $1975. Could you lower it to 1500?",Self Pity-Empowement,Self Pity-Empowement,1,0.7459812164306641
