Index,User,Text,Resistance Labels,,
C_a28155c8e949466f8d4bfeaa104f185f,0,Why are you selling it?,Source Derogation-Contesting,,
C_a28155c8e949466f8d4bfeaa104f185f,1,I just do not need it anymore. I am moving and need something smaller.,,,
C_a28155c8e949466f8d4bfeaa104f185f,0,Makes sense. Are there any stains on the fabric?,Source Derogation-Contesting,,
C_a28155c8e949466f8d4bfeaa104f185f,1,"None at all, no.",,,
C_a28155c8e949466f8d4bfeaa104f185f,0,"Would you happen to know what type of fabric that is, and has it been treated to repel stains?",Information Inquiry-Contesting,,
C_a28155c8e949466f8d4bfeaa104f185f,1,"I'm actually not sure, but it has a removable cushion and washable cover.",,,
C_a28155c8e949466f8d4bfeaa104f185f,0,Ok. Is there anyway I could get the couch for $301?,Hesitance-Hesitance,,
C_a28155c8e949466f8d4bfeaa104f185f,1,I have it listed for 430. I'm gonna need at least 400. Sorry,Self Assertion-Empowerment,,
C_a28155c8e949466f8d4bfeaa104f185f,0,It's just that I also need to rent a truck to pick it up so the $301 would make that feasible for me.,Counter Argumentation-Contesting,,
C_a28155c8e949466f8d4bfeaa104f185f,1,"Oh okay, well what If I bring it to you?",Personal Choice-Empowerment,,
C_a28155c8e949466f8d4bfeaa104f185f,0,That would work. I could pay the $400 if you could deliver it.,Personal Choice-Empowerment,,
C_a28155c8e949466f8d4bfeaa104f185f,1,That sounds great! We have a deal!,,,
C_a28155c8e949466f8d4bfeaa104f185f,0,Great. Thanks for being so willing to work with men.,,,
C_a28155c8e949466f8d4bfeaa104f185f,1,You still want me to bring them to you?,,,
C_a28155c8e949466f8d4bfeaa104f185f,0,"Yes, I can do 400 if you can deliver it.",Personal Choice-Empowerment,,
C_a28155c8e949466f8d4bfeaa104f185f,1,Sure! Deal!,,,
C_54688ef83a4243ef9624898d9039f630,1,Hello,,,
C_54688ef83a4243ef9624898d9039f630,0,Hello I am interested in your service. Am i able to call or text?,,,
C_54688ef83a4243ef9624898d9039f630,1,Sure you can. What questions do you have about this service?,,,
C_54688ef83a4243ef9624898d9039f630,0,What are your hours?,Information Inquiry-Contesting,,
C_54688ef83a4243ef9624898d9039f630,1,We are here from 11am to 7:30 pm every single day.,,,
C_54688ef83a4243ef9624898d9039f630,0,Would you take $30 for the service,Hesitance-Hesitance,,
C_54688ef83a4243ef9624898d9039f630,1,30 dollars is a little too low. How bout we meet in the middle at 40 dollars?,Hesitance-Hesitance,,
C_54688ef83a4243ef9624898d9039f630,0,how about 35?,Hesitance-Hesitance,,
C_54688ef83a4243ef9624898d9039f630,1,35 can work. Wanna come by the store and learn more about it?,,,
C_54688ef83a4243ef9624898d9039f630,0,Yes!  Thank you!,,,
C_54688ef83a4243ef9624898d9039f630,1,"Alright, sounds good.",,,
C_05150d717e1e40faab477cd9311c5b46,1,Hey,,,
C_05150d717e1e40faab477cd9311c5b46,0,Hello. I am interested in your mirror,,,
C_05150d717e1e40faab477cd9311c5b46,1,It is a great mirror. I used it on the mantel to reflect Christmas lights during the holidays.,,,
C_05150d717e1e40faab477cd9311c5b46,0,sounds really nice. Does it have any scratches? is it in good condition?,Source Derogation-Contesting,,
C_05150d717e1e40faab477cd9311c5b46,1,No scratches and in great condition.,,,
C_05150d717e1e40faab477cd9311c5b46,0,ok I would be willing to pay $35 for it and I will come over and pick it up later this evening,Personal Choice-Empowerment,,
C_05150d717e1e40faab477cd9311c5b46,1,That is perfect.  I know you will enjoy it.,,,
C_05150d717e1e40faab477cd9311c5b46,0,so we have a deal at 35? I will be over later,,,
C_05150d717e1e40faab477cd9311c5b46,1,Yes we have a deal,,,
C_05150d717e1e40faab477cd9311c5b46,0,great,,,
C_5a82918d43894f379a82e2abdb216899,1,Hi. Are you interested in the car?,,,
C_5a82918d43894f379a82e2abdb216899,0,Yes I really like it. does it have alot of miles on it? how is the condition?,Source Derogation-Contesting,,
C_5a82918d43894f379a82e2abdb216899,1,"It's in great condition, and I've had stuff replaced, so it has mostly new parts. All the paperwork has been prepared by and it has been inspected within the last month.",,,
C_5a82918d43894f379a82e2abdb216899,0,thats good to hear. it seems like it has been around the block and has high mileage so I am willing to offer $5500 for it,Counter Argumentation-Contesting,,
C_5a82918d43894f379a82e2abdb216899,1,5500 is too low. I need a serious offer. Sorry. I can drop it to $7500.,Hesitance-Hesitance,,
C_5a82918d43894f379a82e2abdb216899,0,Don't mean to be so cheap. I would be willing to come up to $7000,Hesitance-Hesitance,,
C_5a82918d43894f379a82e2abdb216899,1,$7200 and I'll pay off all taxes and the license,Personal Choice-Empowerment,,
C_5a82918d43894f379a82e2abdb216899,0,"thats sound like a good deal, I'll do $7200 and will come pick it up",,,
C_5a82918d43894f379a82e2abdb216899,1,"Sure, sounds like a deal",,,
C_5a82918d43894f379a82e2abdb216899,0,great,,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,hI,,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"Hey, how's it going?  This is an awesome bike which I've put a lot of work into and I'm a BIKE EXPERT",,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,Oh great I am interested...,,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"The list price is $100 and I actually think that's reallllly fair.  A bargain, even !",,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,I am 5'7'' is this an appropriate size bike for me?,Information Inquiry-Contesting,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"Yes!  I would estimate this bike is perfect for anyone 5'2"" to 6'11""",,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,great. i am little nervous that you repaired it yourself. Is there any guarentee for it?,Source Derogation-Contesting,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"Sure, we can set up a contract guaranteeing it works perfectly for 30 days, otherwise I will return your money to you",,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,Any wiggle room in the price I was hoping to pay closer to $50.,Hesitance-Hesitance,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"Yikes, that's way lower than what I'm shooting for.  I can go down to $90, but that's really it.",Self Assertion-Empowerment,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,"could you do 80 , If I pick it up?",Personal Choice-Empowerment,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,1,"Uh, you're going to pick it up regardless, I can't really lug it around in my Smart Car.  And no, I really don't want to move below $90, sorry.",Self Assertion-Empowerment,,
C_d94a3f34a3cd4a26a1e5a896bebabb0f,0,fine I guess 90 and a moneyback offer works,,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,Hi there!,,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,"Hello, how are you today?",,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,Good! I am interested in your car. Any issues with the car?,Source Derogation-Contesting,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,No issues at all. It runs and drives great and has a clean title.,,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,the interior is leather?,Information Inquiry-Contesting,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,"Yes, it comes with leather seats, has front seat heaters, and a sunroof",,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,Sounds nice. can you go down a bit? How about $2500?,Hesitance-Hesitance,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,"That is a little too far down to me. I am asking 5300 for it and that is over 50% off from my asking price. I can give you a little more info about the car so you can see how valuable it actually is... It has 4WD/AWD, automatic trans, BOSE sound system and more..",Counter Argumentation-Contesting,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,Yes. The money a little tight here. How about 3800 all cash?,Personal Choice-Empowerment,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,"What if we meet at $4,200?",Hesitance-Hesitance,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,4000 and I'll pick it up,Personal Choice-Empowerment,,
C_34ab8521e1b74938b07d1ca75d50ed24,1,"$4,100 and you have a deal",Self Assertion-Empowerment,,
C_34ab8521e1b74938b07d1ca75d50ed24,0,deal!,,,
C_17458bff694d4e23b830246b3315ac31,1,Hey were you interested in the studio?,,,
C_17458bff694d4e23b830246b3315ac31,0,Hello. I'm interested in the studio you have listed.,,,
C_17458bff694d4e23b830246b3315ac31,1,Awesome. It's good sized for a studio. Did you have any questions about the amenities?,,,
C_17458bff694d4e23b830246b3315ac31,0,"Yes, I was just about to ask. Which amenities are included.",Information Inquiry-Contesting,,
C_17458bff694d4e23b830246b3315ac31,1,For most all my listing in the area I throw in parking. The laundry room is very close. I also cover everything besides electricity as far as utilities go.,,,
C_17458bff694d4e23b830246b3315ac31,0,"Excellent. It's just what I'm looking for. The only thing is, I'm a little tight on money right now, and I have been looking at a few other properties. I'm looking to pay closer to $812, but I'm willing to negotiate on the price.",Self Pity-Empowement,,
C_17458bff694d4e23b830246b3315ac31,1,You seem like an honest person. I'd be willing to meet you somewhere up in the middle. What do you say we make it 1100 and I'll cover electricity for the first two months?,Personal Choice-Empowerment,,
C_17458bff694d4e23b830246b3315ac31,0,"Can you do $975? I really want this studio, and that's about as much as I can afford.",Self Pity-Empowement,,
C_17458bff694d4e23b830246b3315ac31,1,I'll do 975 and cover electricity for 1 month at that price.,,,
C_17458bff694d4e23b830246b3315ac31,0,That sounds perfect. I will send you an official offer of $975.,,,
C_17458bff694d4e23b830246b3315ac31,1,Awesome. Enjoy!,,,
C_9841d57b7e8043d9a934e3328a5b297e,0,Hey there.  I'm very interested in your car.,,,
C_9841d57b7e8043d9a934e3328a5b297e,1,"Hello. Yes, it's still available.",,,
C_9841d57b7e8043d9a934e3328a5b297e,0,Excellent.  I love Mustangs.  Why are you getting rid of it?,Source Derogation-Contesting,,
C_9841d57b7e8043d9a934e3328a5b297e,1,I have a new one and have not had a chance to take this one out in a while. It's just sitting in the garage.,,,
C_9841d57b7e8043d9a934e3328a5b297e,0,How long has it been sitting in a garage?,Source Derogation-Contesting,,
C_9841d57b7e8043d9a934e3328a5b297e,1,Just for a month or so. It's been maintained and started regularly. It's very clean and runs great.,,,
C_9841d57b7e8043d9a934e3328a5b297e,0,That sounds great.  It looks like it's in great shape.  What kind of mileage does it have on it?,Information Inquiry-Contesting,,
C_9841d57b7e8043d9a934e3328a5b297e,1,"Only 15,000 miles.",,,
C_9841d57b7e8043d9a934e3328a5b297e,0,"Wow, that's incredible.  Would you take $20000 for it, and I can pay in cash today?",Personal Choice-Empowerment,,
C_9841d57b7e8043d9a934e3328a5b297e,1,"I was looking to stay close to $28,500. The car is pretty much new. Has very low mileage. it's well maintained.",Counter Argumentation-Contesting,,
C_9841d57b7e8043d9a934e3328a5b297e,0,"I really want this car, but that's a little too rich for my blood.  How about 23000, because blue is my favorite color.",Self Pity-Empowement,,
C_9841d57b7e8043d9a934e3328a5b297e,1,"The lowest I can go is $26,000",Self Assertion-Empowerment,,
C_9841d57b7e8043d9a934e3328a5b297e,0,"How about $25,500, and I'll name it after you?",Hesitance-Hesitance,,
C_9841d57b7e8043d9a934e3328a5b297e,1,"I can do $25,900. No lower than that.",Self Assertion-Empowerment,,
C_9841d57b7e8043d9a934e3328a5b297e,0,Deal.,,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,Hello. How is the couch in great condition?,Source Derogation-Contesting,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,"Well even though we have had it for about five years, we have always kept it as clean as possible.",,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,Thanks! Is it comfortable?,Information Inquiry-Contesting,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,"Yes, it is extremely comfortable, and it almost has a perfect rating.",,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,Sounds good. Would you accept $1345?,Hesitance-Hesitance,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,"That seems a little low, could you go a bit higher?",Hesitance-Hesitance,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,Would you accept $1375?,Hesitance-Hesitance,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,Could you do $1395?,Hesitance-Hesitance,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,0,That works!,,,
C_47c2fabc2c2f46b8ad35fea1a28e0eba,1,Thanks,,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,Hello,,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,0,howdy. so moving eh?,,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,Yes. I'm selling my bed for $200.,,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,0,"200 is a bit out my price range. tell you what, i'll give you 100 for it and i'll come and pick it up",Personal Choice-Empowerment,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,"Sorry, I want at least $150 for it.",Self Assertion-Empowerment,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,0,i see. 150... well does it have bed frame?,Information Inquiry-Contesting,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,"Yes, it comes with a bed frame and a mattress.",,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,0,"ok, then tell you what. if you deliver it for me for 150, we have a deal",Personal Choice-Empowerment,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,$150 and you can pick it up. $160 for shipping.,Self Assertion-Empowerment,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,0,"now if I have to come and pick it up, let's do 140 for the whole thing",Counter Argumentation-Contesting,,
C_d2ff25ca3e3f442aade45f5ca2b749ac,1,Fine.,,,
C_19080ee75f6d4997bc5e07c77ea9c44c,1,Thanks for viewing the listing.,,,
C_19080ee75f6d4997bc5e07c77ea9c44c,0,good can you tell me the color and if it is the full size with three seatings or more,Information Inquiry-Contesting,,
C_19080ee75f6d4997bc5e07c77ea9c44c,1,The color is very light grey and it is full size with three seats.,,,
C_19080ee75f6d4997bc5e07c77ea9c44c,0,wonderful about the height of the feet from floor to head rest theres no picture but i do know the brand is nice but i need to know how nice i will offer 207 in cash and you deliver,Personal Choice-Empowerment,,
C_19080ee75f6d4997bc5e07c77ea9c44c,1,"From floor to headrest is roughly 4.5 feet. I apologize, but I can't go that low. Can you do $390?",Hesitance-Hesitance,,
C_19080ee75f6d4997bc5e07c77ea9c44c,0,thats steep with no picture how about 250 are there any  pillows or throws chairs,Counter Argumentation-Contesting,,
C_19080ee75f6d4997bc5e07c77ea9c44c,1,"There are throws and chairs, but sold separately. I'll throw them in too $300.",Personal Choice-Empowerment,,
C_19080ee75f6d4997bc5e07c77ea9c44c,0,everything for 300 wow,,,
C_19080ee75f6d4997bc5e07c77ea9c44c,1,"Great deal, right?",,,
C_19080ee75f6d4997bc5e07c77ea9c44c,0,yes,,,
C_79eebd02c22048c19beb051dbf0276ac,0,Hello,,,
C_79eebd02c22048c19beb051dbf0276ac,1,"Hi, how are you doing today?",,,
C_79eebd02c22048c19beb051dbf0276ac,0,Good thanks. I was looking at your listing for the Mustang... is that the original paint ?,Source Derogation-Contesting,,
C_79eebd02c22048c19beb051dbf0276ac,1,No thats a special paintjob.       Its an upgraded metallic paint.    Paint job alone cost me $600  bucks,,,
C_79eebd02c22048c19beb051dbf0276ac,0,Great. How many miles does it have on it?,Information Inquiry-Contesting,,
C_79eebd02c22048c19beb051dbf0276ac,1,For being a nearly 8 year vehicle the Roush Mustang only has 15K miles on it,,,
C_79eebd02c22048c19beb051dbf0276ac,0,Great. What kind of mileage is it though? What kind of driving have you done with it?,Information Inquiry-Contesting,,
C_79eebd02c22048c19beb051dbf0276ac,1,"Vehicle has had only 1 owner (myself)   purchased Mustang with only 12 miles on it.    I have only done local driving with the car,  averaging just under 2k Miles a year with it.   This is not my primary transportation.  I have kept up on the oil changes and just did a full tune up on the car 8 months ago. . .. . . purring like a kitten",,,
C_79eebd02c22048c19beb051dbf0276ac,0,"Alright, I would like to come check it out and get a test drive. If I am able to pay cash would you consider $25000?",Personal Choice-Empowerment,,
C_79eebd02c22048c19beb051dbf0276ac,1,"Best I will accept (cash offer)   would be an even $27,000  because a non mod  clean ass Roush Mustang is a rare find today and mine is in amazing condition and has been WELL up-kept and maintained",Counter Argumentation-Contesting,,
C_79eebd02c22048c19beb051dbf0276ac,0,Do you have a cover for it?,Information Inquiry-Contesting,,
C_79eebd02c22048c19beb051dbf0276ac,1,"Yes I can include the ""like new""  cover for the Mustang and throw in some Armorall for the Wheels and the Interior, and the matching Seat Covers and Wheel cover  for and even  $27,100?    :)",Personal Choice-Empowerment,,
C_79eebd02c22048c19beb051dbf0276ac,0,That sounds fair.,,,
C_3633032014fc4e49a9d3883ab997edb9,0,Hi I am really interested in this home. Is it still available?,,,
C_3633032014fc4e49a9d3883ab997edb9,1,"Yes, I still have this listing available. Let me know if you have any questions about it!",,,
C_3633032014fc4e49a9d3883ab997edb9,0,Is it in a good location?,Information Inquiry-Contesting,,
C_3633032014fc4e49a9d3883ab997edb9,1,Oh yes. This is a great community. One of the safest the Bay has to offer.,,,
C_3633032014fc4e49a9d3883ab997edb9,0,What about pet allowance and smoking?,Information Inquiry-Contesting,,
C_3633032014fc4e49a9d3883ab997edb9,1,Animals are approved with a fee and monthly rent which is pretty standard. Smoking isn't allowed in the unit but feel free to use the back or front yard at your leisure.,,,
C_3633032014fc4e49a9d3883ab997edb9,0,Great. the price is too high for me. Are you willing to negotiate it?,Self Pity-Empowement,,
C_3633032014fc4e49a9d3883ab997edb9,1,Yeah if you could sign a longer lease I can come down a bit. This is type of price you'll see in this area but I'll give a little leeway.,Personal Choice-Empowerment,,
C_3633032014fc4e49a9d3883ab997edb9,0,$897?,Hesitance-Hesitance,,
C_3633032014fc4e49a9d3883ab997edb9,1,You'd have to meet me somewhere in the middle there. What do we say 1300 and a 2 year lease. we're both coming off our price about 400 in that case.,Hesitance-Hesitance,,
C_3633032014fc4e49a9d3883ab997edb9,0,How about 1000?,Hesitance-Hesitance,,
C_3633032014fc4e49a9d3883ab997edb9,1,if you can bump it up to 1200 we've got a deal,Self Assertion-Empowerment,,
C_3633032014fc4e49a9d3883ab997edb9,0,okay then 1200 it is!,,,
C_2648a4b1098a42f89fe34fd5d232e457,0,Hi there. That's just the bike rack I need.,,,
C_2648a4b1098a42f89fe34fd5d232e457,1,Great it is still available!,,,
C_2648a4b1098a42f89fe34fd5d232e457,0,Wonderful. Are you negotiable on the price?,Hesitance-Hesitance,,
C_2648a4b1098a42f89fe34fd5d232e457,1,"Yes, but the item is in very good condition so I would not go too much lower on it. Did you have a price in mind?",Counter Argumentation-Contesting,,
C_2648a4b1098a42f89fe34fd5d232e457,0,Hi there. That's just the bike rack I need.,,,
C_2648a4b1098a42f89fe34fd5d232e457,0,Wonderful. Are you negotiable on the price?,Hesitance-Hesitance,,
C_2648a4b1098a42f89fe34fd5d232e457,0,I do. I would like to pay $190. I can pick it up.,Personal Choice-Empowerment,,
C_2648a4b1098a42f89fe34fd5d232e457,0,I do. I would like to pay $190. I can pick it up.,Personal Choice-Empowerment,,
C_2648a4b1098a42f89fe34fd5d232e457,1,How about $200 and I can meet you somewhere halfway for you to pick up?,Hesitance-Hesitance,,
C_2648a4b1098a42f89fe34fd5d232e457,0,That sounds reasonable. Let's do it!,,,
C_7ba465258c904b7d9089d5dc3fc2b185,0,Hiya I am interested in buying the bike,,,
C_7ba465258c904b7d9089d5dc3fc2b185,1,well great this a steal for great condition and u-lock included i am asking 150fo it and will throw in a bally pump,Personal Choice-Empowerment,,
C_7ba465258c904b7d9089d5dc3fc2b185,0,"Appreciate the pump offer but i have so dont need it . I'll come pick it up now for $75, fair enough?",Personal Choice-Empowerment,,
C_7ba465258c904b7d9089d5dc3fc2b185,1,no that s to low i can take 120 the bike is a liv alight bike,Counter Argumentation-Contesting,,
C_7ba465258c904b7d9089d5dc3fc2b185,0,I'll meet you in the middle at $105.,Hesitance-Hesitance,,
C_7ba465258c904b7d9089d5dc3fc2b185,1,the bike is not even 6months old just out of space downsizing new seat covers brake covers and handles 115,Counter Argumentation-Contesting,,
C_7ba465258c904b7d9089d5dc3fc2b185,0,sounds great! $105 is my best offer,Self Assertion-Empowerment,,
C_7ba465258c904b7d9089d5dc3fc2b185,1,110,Hesitance-Hesitance,,
C_7ba465258c904b7d9089d5dc3fc2b185,0,done at $110,,,
C_7ba465258c904b7d9089d5dc3fc2b185,1,deal breaker,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,Hello,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,Hello. Beautiful car!,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,"Thanks, it is a great little car.",,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,What's the milage on it?,Information Inquiry-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,It only has 15k miles on it. I only drive it on weekends.,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,Are you the orignal owner?,Information Inquiry-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,"Yep, I'm the only owner and I've never let anyone else drive it. I've kept up on all the maintenance and have driven it very carefully.",,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,Why are you parting with it?,Source Derogation-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,I got a brand new one.,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,Nice! The price is a little steep for a 10 year old car and without warranty those german cars are expensive to work on.,Counter Argumentation-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,Yeah if you don't have a good mechanic near you I guess that could be a problem. I've been lucky to have lots of great shops. I'm not in a hurry to sell it though.,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,How long is the warrranty on it?,Information Inquiry-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,I'm sure it is long expired. But I mean it is a Porshe. Not really a practical car.,,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,For some it is. Would you take $40K for it?,Hesitance-Hesitance,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,No that is just way too low. This car is worth what I'm asking for it and I'm not in a hurry to sell it so I can't really justify such a low price. It's a great car in great condition. Has a Chrono sports pakage and full leather package. I can throw in the cover and a set of rims that I once bought for it but never swapped out on it. But I really can't lower the price that much.,Counter Argumentation-Contesting,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,0,If I was able to pick it up today would you go to $50K? I would also be paying in cash.,Personal Choice-Empowerment,,
C_a39bea3a0f1c49bc8f233ce7a10f68a4,1,If you can pay in cash that is definitely a reasonable offer. I will be around today if you want to come check it out and give it a test drive.,,,
C_8412f82f01c040be824397795f054c61,0,Do you still have the phone for sale?,,,
C_8412f82f01c040be824397795f054c61,1,Hi yes I do. Its the last one left,,,
C_8412f82f01c040be824397795f054c61,0,Thats gold. Can you tell me is it unlocked?,Information Inquiry-Contesting,,
C_8412f82f01c040be824397795f054c61,1,Yes it is. And its gold,,,
C_8412f82f01c040be824397795f054c61,0,And I assume the ESN is clean as well?,Information Inquiry-Contesting,,
C_8412f82f01c040be824397795f054c61,1,Yes absolutely,,,
C_8412f82f01c040be824397795f054c61,0,Would you be able to budge on the price to 175?,Hesitance-Hesitance,,
C_8412f82f01c040be824397795f054c61,1,wow that's a 100$ less. I can do 200,Counter Argumentation-Contesting,,
C_8412f82f01c040be824397795f054c61,0,200 would be fine. When we meet could you show me how to use it. I'm still using a flip phone.,Personal Choice-Empowerment,,
C_8412f82f01c040be824397795f054c61,1,Yes absolutely! would love to do that :),,,
C_75aa639852574122ad8be7bc1a0b6e53,0,Hello,,,
C_75aa639852574122ad8be7bc1a0b6e53,1,"Hello, are you interested in buying my ipone 6?",,,
C_75aa639852574122ad8be7bc1a0b6e53,0,Yes I am. May I ask if it is in good condition?,Source Derogation-Contesting,,
C_75aa639852574122ad8be7bc1a0b6e53,1,It has a small crack on the bottom and a small scratch on the screen. Other than that it's in pretty good condition.,,,
C_75aa639852574122ad8be7bc1a0b6e53,0,Can I come by and take a look at it?,Personal Choice-Empowerment,,
C_75aa639852574122ad8be7bc1a0b6e53,1,Sure.,,,
C_75aa639852574122ad8be7bc1a0b6e53,0,Are you willing ti lower the price on it?,Hesitance-Hesitance,,
C_75aa639852574122ad8be7bc1a0b6e53,1,"Yes, but I don't want to go too low though. I'll give it to you for $130",Hesitance-Hesitance,,
C_75aa639852574122ad8be7bc1a0b6e53,0,That sounds good.,,,
C_75aa639852574122ad8be7bc1a0b6e53,1,Okay. So we have a deal.,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,1,Hey there.,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,0,Hello,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,1,You are interested in the Pogo plug,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,0,"Yes, I am. How exactly does this work?",Information Inquiry-Contesting,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,1,You can plug all your devices into it and it has a usb port and a SD card slot.  They are great to keep all your information and stuff in one place.,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,0,I see. Does it have a storage size limit?,Source Derogation-Contesting,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,1,It holds a terabyte and you can send to the cloud from there if you want.,,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,0,Okay. How does $10 sound?,Hesitance-Hesitance,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,1,"If you can bring me a cold bottle of water when you come to get it, I will take $10.",Personal Choice-Empowerment,,
C_e3fbb6dd2f5949ce9ece21fd9b0babc1,0,"Sounds simple enough, sure.",,,
C_35fbfe946e69424abdc649cedd219066,1,Hi Are you interested in the car?,,,
C_35fbfe946e69424abdc649cedd219066,0,hello I am interested in your car for sale. does it have a clean carfax report?,Source Derogation-Contesting,,
C_35fbfe946e69424abdc649cedd219066,1,It does have a clean carfax report. It did have a minor fender bender once but has been repaired. It runs and looks like new.,,,
C_35fbfe946e69424abdc649cedd219066,0,ok great how many miles does it have?,Information Inquiry-Contesting,,
C_35fbfe946e69424abdc649cedd219066,1,It only has about 10K on it and gets great gas mileage too.,,,
C_35fbfe946e69424abdc649cedd219066,0,"yes i saw that, 40 mpg. does it have a good stereo?",Information Inquiry-Contesting,,
C_35fbfe946e69424abdc649cedd219066,1,Yes it sounds great.,,,
C_35fbfe946e69424abdc649cedd219066,0,"nice. would you be willing to lower the price a little, say to 5400, since it was in a fender bender?",Counter Argumentation-Contesting,,
C_35fbfe946e69424abdc649cedd219066,1,"I think that is fair, you got a deal.",,,
C_35fbfe946e69424abdc649cedd219066,0,great thanks!,,,
C_a6b82bd32468454ca055b415aaeb3827,1,Hello,,,
C_a6b82bd32468454ca055b415aaeb3827,0,Hi there,,,
C_a6b82bd32468454ca055b415aaeb3827,1,Interested in this property?,,,
C_a6b82bd32468454ca055b415aaeb3827,0,"Yeah, but it looks like it might need some work that I would have to pay for, so I was hoping I could get it for $850",Counter Argumentation-Contesting,,
C_a6b82bd32468454ca055b415aaeb3827,1,I can't do that. It's been updated recently and has stainless steel appliances. It's a beautiful studio in a great neighborhood. 1895 is a steal,Counter Argumentation-Contesting,,
C_a6b82bd32468454ca055b415aaeb3827,0,"I can't do that. I could go up to $900, if it helps you out?",Self Assertion-Empowerment,,
C_a6b82bd32468454ca055b415aaeb3827,1,That's crazy. A studio half the size went for 1800. How about 1650? Recently remodeled!,Counter Argumentation-Contesting,,
C_a6b82bd32468454ca055b415aaeb3827,0,It's not the size that I'm basing this on... it's the location and exterior. How about $1000?,Counter Argumentation-Contesting,,
C_a6b82bd32468454ca055b415aaeb3827,1,Did I mention it comes with an offshores bank account with 500k? $1750. ;),Counter Argumentation-Contesting,,
C_a6b82bd32468454ca055b415aaeb3827,0,"Wow, that sound shady. How about this... $1050 and I don't report you to the feds? ;)",Personal Choice-Empowerment,,
